Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split
tx_0000ASLdTuKtaKh8u2PNz8,04/02/2023,21:12:56,Card payment,Chickanos,🍴,Eating out,-16.77,GBP,-16.77,GBP,,166 Roundhay Road,,CHICKANOS              LEEDS LS8     GBR,
tx_0000ASLdU0IzOLDttvlWCX,04/02/2023,21:12:57,Pot transfer,Savings Pot,,Savings,-0.23,GBP,-0.23,GBP,,,,Round up,
tx_0000ASLv9dvgfmufOz6WZd,05/02/2023,00:30:58,Card payment,Arriva,🚌,Transport,-2.00,GBP,-2.00,GBP,,24 Barnsley Road,,ARRIVA YORKSHIRE LIMIT WAKEFIELD     GBR,
tx_0000ASNCCsy36whSvjvOkL,05/02/2023,15:16:45,Card payment,Sainsbury’s,🍏,Groceries,-27.15,GBP,-27.15,GBP,,WHITE ROSE SHOPPING CENTR,,SAINSBURYS - WHITE ROS LEEDS         GBR,
tx_0000ASNT9THLrYoNbtuXyb,05/02/2023,18:26:37,Card payment,Uber Eats,🍽,Eating out,-24.39,GBP,-24.39,GBP,,,,UBER* EATS PENDING     LONDON        GBR,
tx_0000ASOV1pcrHuHDXmP48g,06/02/2023,06:22:21,Card payment,Apple,🍎 ,Bills,-12.49,GBP,-12.49,GBP,,,,APPLE.COM/BILL         APPLE.COM/BIL IRL,
tx_0000ASOc8uN8jpoASClEhN,06/02/2023,07:42:04,Card payment,Ria Financial Services,💸,Family,-37.64,GBP,-37.64,GBP,,,,Ria Financial Services London        GBR,
tx_0000ASP6fpHhfkvjBmQ5kv,06/02/2023,13:24:10,Faster payment,Shahzar Ali,,Bills,-52.00,GBP,-52.00,GBP,Shahzar Ali,,,Shahzar Ali,
tx_0000ASP6iezMPODPnCbOMM,06/02/2023,13:24:41,Pot transfer,Savings Pot,,Transfers,50.00,GBP,50.00,GBP,,,,,
tx_0000ASPBmOmV6oT861oTDd,06/02/2023,14:21:23,Faster payment,S Ali,,Transfers,350.00,GBP,350.00,GBP,S Ali,,,S Ali,
tx_0000ASPBokTPQfMDrDkh9d,06/02/2023,14:21:48,Flex,,,Transfers,-144.57,GBP,-144.57,GBP,"Early payment towards Argos, Superdry and 5 more",,,Flex,
tx_0000ASPEp1J78mQONpNxIZ,06/02/2023,14:55:28,Card payment,FoodHub,🌮🍕🥘,Eating out,-27.51,GBP,-27.51,GBP,,,,WWW.TAKEAWAY.JE        GUERNSEY      GBR,
tx_0000ASPEp5VfW30SvafwgM,06/02/2023,14:55:29,Pot transfer,Savings Pot,,Savings,-0.49,GBP,-0.49,GBP,,,,Round up,
tx_0000ASQ6tFP24TMaQKF4xV,07/02/2023,01:01:18,Card payment,Uber,🚖,Transport,-7.97,GBP,-7.97,GBP,,,,UBER* PENDING          +18665761039  GBR,
tx_0000ASQ6tKaYn23Mrn3Apd,07/02/2023,01:01:19,Pot transfer,Savings Pot,,Savings,-0.03,GBP,-0.03,GBP,,,,Round up,
tx_0000ASQ6xu1H074pYKLgY6,07/02/2023,01:02:09,Card payment,Uber,🚖,Transport,7.97,GBP,7.97,GBP,,,,UBER* PENDING          +18665761039  GBR,
tx_0000ASQ92Q7TnLzQ3IWOKA,07/02/2023,01:25:22,Card payment,Uber,🚖,Transport,-8.06,GBP,-8.06,GBP,,,,UBER* TRIP             LONDON        GBR,
tx_0000ASQ92UGUNnZLOL9ile,07/02/2023,01:25:23,Pot transfer,Savings Pot,,Savings,-0.94,GBP,-0.94,GBP,,,,Round up,
tx_0000ASQAWaMyLnXcU1iRm5,07/02/2023,01:42:02,Card payment,ATM,💵,Cash,-10.00,GBP,-10.00,GBP,,2 Sovereign Place,,N RAIL LEEDS           LEEDS         GBR,
tx_0000ASQiWEAmH3zEZ9Ovi7,07/02/2023,08:02:56,Card payment,WHSmith,📰,Groceries,-3.99,GBP,-3.99,GBP,,Euston Road St Pancras Railway Station,,WH Smith Kings         N1C 4AL CR    GBR,
tx_0000ASQiWIeLd4Tv2Z4Ko5,07/02/2023,08:02:57,Pot transfer,Savings Pot,,Savings,-0.01,GBP,-0.01,GBP,,,,Round up,
tx_0000ASQiplRIoYDzpdFSXz,07/02/2023,08:06:28,Card payment,Transport for London,🚆,Transport,-14.40,GBP,-14.40,GBP,"Travel charge for Tuesday, 7 Feb",65 Broadway,,LONDON TRANSPORT       LONDON        GBR,
tx_0000ASQipoz5dNZbkntApd,07/02/2023,08:06:29,Pot transfer,Savings Pot,,Savings,-0.60,GBP,-0.60,GBP,,,,Round up,
tx_0000ASQoXwRZlEayFUAlEo,07/02/2023,09:10:29,Card payment,Transport for London,🚆,Transport,-1.65,GBP,-1.65,GBP,"Travel charge for Tuesday, 7 Feb","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,
tx_0000ASRZPLVVtxe0srqFij,07/02/2023,17:55:33,Card payment,ATM,💵,Cash,-20.00,GBP,-20.00,GBP,,Blackstock Road,,CRYSTALKEBABS          LONDON        GBR,
tx_0000ASRcwrcVpMESEiMiKg,07/02/2023,18:35:14,Card payment,LNER,🚅,Transport,-38.20,GBP,-38.20,GBP,,,,LNER                   07500447482   GBR,
tx_0000ASRtPc0oXFZqIgWSFG,07/02/2023,21:39:42,Card payment,Uber,🚖,Transport,-7.91,GBP,-7.91,GBP,,2 Leman Street,,UBER   * PENDING       London        GBR,
tx_0000ASRtYlaCJx91Rfnnik,07/02/2023,21:41:22,Card payment,Uber,🚖,Transport,7.91,GBP,7.91,GBP,,2 Leman Street,,UBER   * PENDING       London        GBR,
tx_0000ASRvD8G7Wy46vRi11F,07/02/2023,21:59:52,Card payment,Uber,🚖,Transport,-7.91,GBP,-7.91,GBP,,,,UBER   *TRIP           London        GBR,
tx_0000AST2cftMVz8LfjWi9r,08/02/2023,10:57:37,Card payment,Uber Eats,🍽,Eating out,-15.06,GBP,-15.06,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASTCwzKyvTLPijURMX,08/02/2023,12:53:21,Pot transfer,Savings Pot,,Transfers,32.00,GBP,32.00,GBP,,,,,
tx_0000ASTNjs5zdd2E6RJrDm,08/02/2023,14:54:14,Card payment,LiveCareer,💼,Subscriptions,-1.95,GBP,-1.95,GBP,,"Rue Thomas Edison 1 A,   1445",,LIVECAREER.CO.UK       STRASSEN      LUX,
tx_0000ASTikztSEJNzc8pfhB,08/02/2023,18:49:44,Card payment,Uber Eats,🍽,Eating out,-24.17,GBP,-24.17,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASTqq7VIA5o4QEUqlV,08/02/2023,20:20:18,Pot transfer,Savings Pot,,Transfers,30.00,GBP,30.00,GBP,,,,,
tx_0000ASV7DMFBJi0NUjdQSw,09/02/2023,10:58:30,Card payment,Sk Discount 31,🍎,Groceries,-2.00,GBP,-2.00,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000ASVNMr7JV24zrAFEvq,09/02/2023,13:59:30,Card payment,Boots,💊,Personal care,-9.99,GBP,-9.99,GBP,,19 Albion Street,,BOOTS 0500             LEEDS         GBR,
tx_0000ASVNRiw5LOIvHTL7NB,09/02/2023,14:00:22,Card payment,Boots,💊,Personal care,-0.12,GBP,-0.12,GBP,,19 Albion Street,,BOOTS 0500             LEEDS         GBR,
tx_0000ASVe1RTtJfy6TipVdC,09/02/2023,17:06:07,Bacs (Direct Credit),GB Retail Payroll,,Income,115.17,GBP,115.17,GBP,50004227-1,,,50004227-1,
tx_0000ASVmcarYCK5uHXUxu6,09/02/2023,18:42:28,Card payment,Uber Eats,🍽,Eating out,-15.39,GBP,-15.39,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASVmcfG9qmVwZDKpl6,09/02/2023,18:42:29,Pot transfer,Savings Pot,,Savings,-0.61,GBP,-0.61,GBP,,,,Round up,
tx_0000ASVmgzCtd197ahs0sj,09/02/2023,18:43:15,Pot transfer,Savings Pot,,Transfers,-31.59,GBP,-31.59,GBP,,,,,
tx_0000ASVmj2sQxEpjYJHTl3,09/02/2023,18:43:38,Pot transfer,Savings Pot,,Transfers,-5.00,GBP,-5.00,GBP,,,,,
tx_0000ASXDF7M4dGvy9O1z0r,10/02/2023,11:15:28,Card payment,Uber Eats,🍽,Eating out,-12.89,GBP,-12.89,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASXDFCWBR6J7y2NOQj,10/02/2023,11:15:29,Pot transfer,Savings Pot,,Savings,-0.11,GBP,-0.11,GBP,,,,Round up,
tx_0000ASXrR1mbAhopUZK2cr,10/02/2023,18:45:49,Card payment,FoodHub,🌮🍕🥘,Eating out,-18.00,GBP,-18.00,GBP,,,,WWW.TAKEAWAY.JE        GUERNSEY      GBR,
tx_0000ASZdzAwCd8r3huTMLR,11/02/2023,15:24:32,Faster payment,British Red Cross Society,,Charity,-2.00,GBP,-2.00,GBP,FDC05893,,,FDC05893,
tx_0000ASZi5ZR2rUgv0eRbIf,11/02/2023,16:10:31,Card payment,Sky Farm Leeds Ltd,💊,Personal care,-11.09,GBP,-11.09,GBP,,,,SKY FARM LEEDS LTD     LEEDS         GBR,
tx_0000ASZi5haYY1GrBJiFw9,11/02/2023,16:10:33,Pot transfer,Savings Pot,,Savings,-0.91,GBP,-0.91,GBP,,,,Round up,
tx_0000ASZiMnSNz05pfGZuCo,11/02/2023,16:13:38,Card payment,Nafees Bakers,🍞,Eating out,-3.96,GBP,-3.96,GBP,,33C Harehills Road,,NAFEES BAKERS          LEEDS         GBR,
tx_0000ASZiMuiaz8DcBZDRwY,11/02/2023,16:13:39,Pot transfer,Savings Pot,,Savings,-0.04,GBP,-0.04,GBP,,,,Round up,
tx_0000ASZuF4YRjGGBdHC4Dy,11/02/2023,18:26:42,Card payment,Uber Eats,🍽,Eating out,-12.62,GBP,-12.62,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASZw7pISG7Vm7sHBQH,11/02/2023,18:47:48,Card payment,Uber Eats,🍽,Eating out,0.28,GBP,0.28,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASbCImdCIntJxevbO6,12/02/2023,09:23:46,Faster payment,ALI A & GHAFFAR,,Transfers,60.00,GBP,60.00,GBP,Monzo shahzar,,,Monzo shahzar,
tx_0000ASbkVISLCV9vxzF49B,12/02/2023,15:47:00,Card payment,Sainsbury’s,🍏,Groceries,-45.15,GBP,-45.15,GBP,,WHITE ROSE SHOPPING CENTR,,SAINSBURYS - WHITE ROS LEEDS         GBR,
tx_0000ASbkVSNOJl0Q4i9EcU,12/02/2023,15:47:01,Pot transfer,Savings Pot,,Savings,-0.85,GBP,-0.85,GBP,,,,Round up,
tx_0000ASbtcrpSyxxzeecsfh,12/02/2023,17:29:13,Card payment,Shimlas Leeds,🍽,Eating out,-15.80,GBP,-15.80,GBP,,293 Roundhay Road,,Shimlas Leeds          Leeds         GBR,
tx_0000ASdQedBjsX78TJS7iD,13/02/2023,11:14:01,Card payment,Uber Eats,🍽,Eating out,-11.68,GBP,-11.68,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASdRhgDz98OfLKucok,13/02/2023,11:25:46,Card payment,Uber Eats,🍽,Eating out,11.68,GBP,11.68,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASdSp71Q0qOwL4MTCr,13/02/2023,11:38:19,Card payment,Uber Eats,🍽,Eating out,-11.78,GBP,-11.78,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASfjCTaOH0ACoNxbw9,14/02/2023,13:51:14,Faster payment,S Ali,,Transfers,350.00,GBP,350.00,GBP,S Ali,,,S Ali,
tx_0000ASfjEYe4QxdORhNJ6f,14/02/2023,13:51:37,Faster payment,Mrs noreen ghaffar,,Bills,-100.00,GBP,-100.00,GBP,Mrs noreen ghaffar,,,Mrs noreen ghaffar,
tx_0000ASfjMvr81N7WQJEkHi,14/02/2023,13:53:07,Faster payment,TESCO BANK,,General,-100.00,GBP,-100.00,GBP,5186528494016111,,,5186528494016111,
tx_0000ASfkOjtNZZSVxuj0V7,14/02/2023,14:04:39,Monzo-to-Monzo,Noreen Ghaffar,,Transfers,-100.00,GBP,-100.00,GBP,,,,,
tx_0000ASfoADfOzNfFmZWFUH,14/02/2023,14:46:51,Card payment,Uber Eats,🍽,Eating out,-19.19,GBP,-19.19,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASfoANmVNpfxMe9HCT,14/02/2023,14:46:53,Pot transfer,Savings Pot,,Savings,-0.81,GBP,-0.81,GBP,,,,Round up,
tx_0000ASiBq6LXHbUxseCRIP,15/02/2023,18:21:34,Card payment,Uber Eats,🍽,Eating out,-33.47,GBP,-33.47,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASjUtgCQWz2qr5CoSX,16/02/2023,09:29:49,Card payment,Uber,🚖,Transport,-16.97,GBP,-16.97,GBP,,2 Leman Street,,UBER   * PENDING       London        GBR,
tx_0000ASjhvHVUbfx3bsySIL,16/02/2023,11:55:46,Card payment,Transdev,🚎,Transport,-2.00,GBP,-2.00,GBP,,Silsden,,TRANSDEV BLAZEFIELD LI HARROGATE     GBR,
tx_0000ASjk4DfOSDe2sssDxJ,16/02/2023,12:19:48,Card payment,Chai Walay,🍽,Eating out,-9.00,GBP,-9.00,GBP,,Roundhay Road,,Chai Walay             Leeds         GBR,
tx_0000ASkAcUXkoJctD7QNKD,16/02/2023,17:17:19,Bacs (Direct Credit),GB Retail Payroll,,Income,218.13,GBP,218.13,GBP,50004227-1,,,50004227-1,
tx_0000ASkAtWRD1KTOb7cKN0,16/02/2023,17:20:24,Faster payment,TESCO BANK,,General,-100.00,GBP,-100.00,GBP,5186528494016111,,,5186528494016111,
tx_0000ASkP3wf7lvaWINUIIV,16/02/2023,19:59:09,Card payment,FoodHub,🌮🍕🥘,Eating out,-30.88,GBP,-30.88,GBP,,,,WWW.TAKEAWAY.JE        GUERNSEY      GBR,
tx_0000ASkP435vrApEwcGuxt,16/02/2023,19:59:10,Pot transfer,Savings Pot,,Savings,-0.12,GBP,-0.12,GBP,,,,Round up,
tx_0000ASkRntVu0kOLjLSacj,16/02/2023,20:29:52,Card payment,Uber,🚖,Transport,0.03,GBP,0.03,GBP,,2 Leman Street,,UBER   * PENDING       London        GBR,
tx_0000ASnmUFPDaUYAlkbMkj,18/02/2023,11:05:45,Card payment,Uber,🚖,Transport,-5.98,GBP,-5.98,GBP,,,,UBER* PENDING          +18665761039  GBR,
tx_0000ASnmUKpzONw3cEAJft,18/02/2023,11:05:46,Pot transfer,Savings Pot,,Savings,-0.02,GBP,-0.02,GBP,,,,Round up,
tx_0000ASnnNpcqcn29wFgfmT,18/02/2023,11:15:48,Card payment,Uber,🚖,Transport,-5.99,GBP,-5.99,GBP,,2 Leman Street,,UBER   * PENDING       London        GBR,
tx_0000ASnnNx1v5ywFoeuvab,18/02/2023,11:15:49,Pot transfer,Savings Pot,,Savings,-0.01,GBP,-0.01,GBP,,,,Round up,
tx_0000ASoCYCAq8wczcXcpv9,18/02/2023,15:57:48,Card payment,Uber Eats,🍽,Eating out,-62.72,GBP,-62.72,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASoiWniInWIMsMAOJt,18/02/2023,21:56:07,Pot transfer,Savings Pot,,Transfers,50.00,GBP,50.00,GBP,,,,,
tx_0000ASptEy4ArRUcDpQMUb,19/02/2023,11:30:51,Card payment,Yaadgaar Uk Ltd,🍽,Eating out,-16.00,GBP,-16.00,GBP,,89 Harehills Road,,YAADGAAR UK LTD        LEEDS         GBR,
tx_0000ASqzcxdysQxOm0hzG6,20/02/2023,00:17:08,Faster payment,ALI A & GHAFFAR,,Transfers,30.00,GBP,30.00,GBP,Monzo shahzar,,,Monzo shahzar,
tx_0000ASrolPYC6FOdOMbl5P,20/02/2023,09:50:07,Card payment,Uber Eats,🍽,Eating out,-9.78,GBP,-9.78,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASrolUvQ7JtxH23xSe,20/02/2023,09:50:08,Pot transfer,Savings Pot,,Savings,-0.22,GBP,-0.22,GBP,,,,Round up,
tx_0000ASsBb8PxF6N8DU0GbB,20/02/2023,14:05:58,Faster payment,S Ali,,Transfers,380.00,GBP,380.00,GBP,S Ali,,,S Ali,
tx_0000ASsCYgEFB2U5SzHwGn,20/02/2023,14:16:44,Card payment,Boots,💊,Personal care,-43.21,GBP,-43.21,GBP,,19 Albion Street,,BOOTS 0500             LEEDS         GBR,
tx_0000ASsCYlpIMimbjy6jTO,20/02/2023,14:16:45,Pot transfer,Savings Pot,,Savings,-0.79,GBP,-0.79,GBP,,,,Round up,
tx_0000ASsLc3qciZB2ZdkmRN,20/02/2023,15:58:11,Card payment,Uber,🚖,Transport,-19.90,GBP,-19.90,GBP,,2 Leman Street,,UBER   * PENDING       London        GBR,
tx_0000ASsLcBQKYD3NGEovVB,20/02/2023,15:58:13,Pot transfer,Savings Pot,,Savings,-0.10,GBP,-0.10,GBP,,,,Round up,
tx_0000ASsTOrqcozD0WfmKH4,20/02/2023,17:25:27,Card payment,Broderick Vending Machine ,🍎,Groceries,-3.50,GBP,-3.50,GBP,,Manchester Airport,,Broderick Vend         MANCHESTER    GBR,
tx_0000ASsTOykr8puA7f0s89,20/02/2023,17:25:28,Pot transfer,Savings Pot,,Savings,-0.50,GBP,-0.50,GBP,,,,Round up,
tx_0000ASsTVF8L9sq5mgTRZa,20/02/2023,17:26:36,Card payment,Uber,🚖,Transport,-19.94,GBP,-19.94,GBP,,,,UBER* PENDING          LONDON        GBR,
tx_0000ASsTVLk8aH239oiNLl,20/02/2023,17:26:37,Pot transfer,Savings Pot,,Savings,-0.06,GBP,-0.06,GBP,,,,Round up,
tx_0000ASsTpirwJQziaMXo7l,20/02/2023,17:30:18,Card payment,Uber,🚖,Transport,-19.96,GBP,-19.96,GBP,,2 Leman Street,,UBER   * PENDING       London        GBR,
tx_0000ASsTpq75NVeR3P9tQn,20/02/2023,17:30:19,Pot transfer,Savings Pot,,Savings,-0.04,GBP,-0.04,GBP,,,,Round up,
tx_0000ASsTpv6YotYEca0mob,20/02/2023,17:30:20,Card payment,Uber,🚖,Transport,19.94,GBP,19.94,GBP,,,,UBER* PENDING          LONDON        GBR,
tx_0000ASsU6saLROrTjJ1uef,20/02/2023,17:33:24,Card payment,Uber,🚖,Transport,19.96,GBP,19.96,GBP,,2 Leman Street,,UBER   * PENDING       London        GBR,
tx_0000ASsVE2AOJdYuYNM4Uk,20/02/2023,17:45:54,Card payment,Airpay Global Limited,🚖,Transport,-30.65,GBP,-30.65,GBP,,"148, BRADFORD ROAD",,Airpay 11512239-ZOYP L Wakefield     GBR,
tx_0000ASsVE7kNZHTkXVKsnR,20/02/2023,17:45:55,Pot transfer,Savings Pot,,Savings,-0.35,GBP,-0.35,GBP,,,,Round up,
tx_0000ASsf3IxkWjjpmzPmnS,20/02/2023,19:36:01,Card payment,FoodHub,🌮🍕🥘,Eating out,-26.00,GBP,-26.00,GBP,,,,WWW.TAKEAWAY.JE        GUERNSEY      GBR,
tx_0000ASsyUsMGvwU2occbOj,20/02/2023,23:13:53,Faster payment,Mrs S Khurshid,,General,-100.00,GBP,-100.00,GBP,Mrs Sadeeqa Khursh,,,Mrs Sadeeqa Khursh,
tx_0000ASsyWCG4QoDMpJoo41,20/02/2023,23:14:08,Monzo-to-Monzo,Noreen Ghaffar,,General,-170.00,GBP,-170.00,GBP,,,,,
tx_0000AStxfpzeA2lDZKmmPJ,21/02/2023,10:39:23,Monzo-to-Monzo,Noreen Ghaffar,,General,124.00,GBP,124.00,GBP,,,,,
tx_0000AStxnUchUxb8ouFk49,21/02/2023,10:40:45,Faster payment,Noreen Ghaffar,,Bills,-124.00,GBP,-124.00,GBP,Noreen Ghaffar,,,Noreen Ghaffar,
tx_0000ASuV9VO4dRoydXeHNx,21/02/2023,16:54:30,Card payment,Uber Eats,🍽,Eating out,-23.09,GBP,-23.09,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000ASunjaM1RaPt3JuSsj,21/02/2023,20:22:43,Pot transfer,Savings Pot,,Transfers,25.00,GBP,25.00,GBP,,,,,
tx_0000ASv3gtBAay6uvJtcrx,21/02/2023,23:21:30,Card payment,Amazon,📦,Shopping,-117.73,GBP,-117.73,GBP,,,,AMZNMktplace           amazon.co.uk  GBR,
tx_0000ASv3vwC9fHQWD8JLl3,21/02/2023,23:24:14,Flex,Amazon,📦,Shopping,117.73,GBP,117.73,GBP,Returned for Amazon,,,Flex,
tx_0000ASwGCRotFHLiFokXk9,22/02/2023,13:16:23,Faster payment,Noreen Ghaffar,,General,-2.00,GBP,-2.00,GBP,Noreen Ghaffar,,,Noreen Ghaffar,
tx_0000ASyCadTPYfzr7PxBTt,23/02/2023,11:45:21,Card payment,LiveCareer,💼,Subscriptions,-16.85,GBP,-16.85,GBP,,"Rue Thomas Edison 1 A,   1445",,LIVECAREER.CO.UK       STRASSEN      LUX,
tx_0000ASyh1qlTFNCyds4PHW,23/02/2023,17:26:26,Bacs (Direct Credit),GB Retail Payroll,,Income,179.49,GBP,179.49,GBP,50004227-1,,,50004227-1,
tx_0000ASyh6n987xnsvdyGos,23/02/2023,17:27:19,Pot transfer,Bills Pot,,Transfers,-150.00,GBP,-150.00,GBP,,,,,
tx_0000ASz9EQFLwtux8c9Suf,23/02/2023,22:42:26,Pot transfer,Bills Pot,,Transfers,-9.66,GBP,-9.66,GBP,,,,,
tx_0000ASzAC4BJ7FvnsfrBrN,23/02/2023,22:53:13,Monzo Paid,Monzo Premium,⭐,Bills,-15.00,GBP,-15.00,GBP,,,,Monzo Premium refund,
tx_0000ASzAISmYZ0RU7BeBHd,23/02/2023,22:54:22,Pot transfer,Savings Pot,,Transfers,15.00,GBP,15.00,GBP,,,,,
tx_0000ASzAzgnyIpz23ev9ZB,23/02/2023,23:02:11,Faster payment,ALI A & GHAFFAR,,Income,70.00,GBP,70.00,GBP,Monzo shahzar,,,Monzo shahzar,
tx_0000AT0EiKBDlMdTtI7jdJ,24/02/2023,11:18:35,Card payment,Uber Eats,🍽,Eating out,-11.79,GBP,-11.79,GBP,,,,UBER   * EATS PENDING  London        GBR,
tx_0000AT0EiRS8iqyQxaaQDp,24/02/2023,11:18:36,Pot transfer,Savings Pot,,Savings,-0.21,GBP,-0.21,GBP,,,,Round up,
tx_0000AT0lVyEep6spDCNy7u,24/02/2023,17:26:07,Card payment,Vue,🎞,Entertainment,-28.55,GBP,-28.55,GBP,,,,Vue Cinemas            London        GBR,
tx_0000AT0lW4FETtitGnZiN7,24/02/2023,17:26:08,Pot transfer,Savings Pot,,Savings,-0.45,GBP,-0.45,GBP,,,,Round up,
tx_0000AT142UvebUAqefYuZd,24/02/2023,20:53:41,Card payment,Sqew,🍴,Eating out,-8.50,GBP,-8.50,GBP,,7 Duncan Street,,SQEW                   LEEDS         GBR,
tx_0000AT142bYrwbXQi2OMaH,24/02/2023,20:53:42,Pot transfer,Savings Pot,,Savings,-0.50,GBP,-0.50,GBP,,,,Round up,
tx_0000AT16I6tpuaTGtlzuIT,24/02/2023,21:18:55,Pot transfer,Bills Pot,,Transfers,-20.00,GBP,-20.00,GBP,,,,,
tx_0000AT2SN0RTjv2HIRSygL,25/02/2023,13:01:01,Card payment,Arriva,🚌,Transport,-2.00,GBP,-2.00,GBP,,24 Barnsley Road,,ARRIVA YORKSHIRE LIMIT WAKEFIELD     GBR,
tx_0000AT2pnhohOX5JCMyQYT,25/02/2023,17:23:34,Card payment,Franksters,🍴,Eating out,-8.46,GBP,-8.46,GBP,,Dewsbury Road,,FRANKSTERS             UXBRIDGE LS11 GBR,
tx_0000AT2q3VboYDFHJi4Php,25/02/2023,17:26:25,Pot transfer,Savings Pot,,Transfers,5.00,GBP,5.00,GBP,,,,,
tx_0000AT3AuLdkLLM1v7lGyZ,25/02/2023,21:20:04,Card payment,FoodHub,🌮🍕🥘,Eating out,-13.40,GBP,-13.40,GBP,,,,WWW.TAKEAWAY.JE        GUERNSEY      GBR,
tx_0000AT3CTMPtY2NaABR03l,25/02/2023,21:37:36,Card payment,FoodHub,🌮🍕🥘,Eating out,-4.80,GBP,-4.80,GBP,,,,WWW.TAKEAWAY.JE        GUERNSEY      GBR,
tx_0000AT3TBvtQbiOyihohmL,26/02/2023,00:44:56,Monzo-to-Monzo,Noreen Ghaffar,,General,20.00,GBP,20.00,GBP,,,,,
tx_0000AT4lcelQOTUVE5dIdl,26/02/2023,15:46:10,Card payment,Sainsbury’s,🍏,Groceries,-46.85,GBP,-46.85,GBP,,WHITE ROSE SHOPPING CENTR,,SAINSBURYS - WHITE ROS LEEDS         GBR,
tx_0000AT4mMvPIqZ7nXXOkYT,26/02/2023,15:54:32,Card payment,Uber,🚖,Transport,-10.90,GBP,-10.90,GBP,,2 Leman Street,,UBER   * PENDING       London        GBR,
tx_0000AT53Ik4ak8IoRzImOH,26/02/2023,19:04:15,Faster payment,Shahzar Ali,,Transfers,-10.00,GBP,-10.00,GBP,Shahzar Ali,,,Shahzar Ali,
tx_0000AT53QTVmCb1Y1YNRDd,26/02/2023,19:05:39,Faster payment,Shahzar Ali,,Transfers,-2.00,GBP,-2.00,GBP,Shahzar Ali,,,Shahzar Ali,
tx_0000AT6INAhrM7TOeM68kD,27/02/2023,09:27:51,Card payment,Transdev,🚎,Transport,-4.50,GBP,-4.50,GBP,,Silsden,,TRANSDEV BLAZEFIELD LI HARROGATE     GBR,
tx_0000AT6yT4hkmLyZQ3r8vB,27/02/2023,17:19:31,Pot transfer,Savings Pot,,Transfers,11.09,GBP,11.09,GBP,,,,,
tx_0000AT73l1jZ3wOfcMlxFD,27/02/2023,18:18:47,Pot transfer,Savings Pot,,Transfers,35.00,GBP,35.00,GBP,,,,,
tx_0000AT73qGN84884ytL4qH,27/02/2023,18:19:44,Monzo-to-Monzo,Noreen Ghaffar,,General,30.00,GBP,30.00,GBP,,,,,
tx_0000AT76AXf9gkGMB9bxMx,27/02/2023,18:45:49,Card payment,Yaadgaar Uk Ltd,🍽,Eating out,-12.00,GBP,-12.00,GBP,,89 Harehills Road,,YAADGAAR UK LTD        LEEDS         GBR,
tx_0000AT76ROBACaRPoiZa9R,27/02/2023,18:48:51,Card payment,Sk Discount 31,🍎,Groceries,-1.50,GBP,-1.50,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000AT7Ww3yVy4BJ55Qn0T,27/02/2023,23:45:44,Pot transfer,Bills Pot,,Transfers,-10.00,GBP,-10.00,GBP,,,,,
tx_0000AT8VxmoUq62VMyWDXF,28/02/2023,11:09:33,Card payment,Coursera,📚,Bills,-40.00,GBP,-40.00,GBP,,Schiphol Boulevard 195                       ,,COURSRA*8H1HXN88CLO87G Schiphol      NLD,
tx_0000AT9FAFoBMIUceX7Hgx,28/02/2023,19:36:02,Card payment,Chopan,👕,Shopping,-22.00,GBP,-22.00,GBP,,,,Chopan                 Stoke on tren GBR,
tx_0000AT9HSpX9THKPu3UOwL,28/02/2023,20:01:48,Card payment,Shimlas Leeds,🍽,Eating out,-22.97,GBP,-22.97,GBP,,293 Roundhay Road,,Shimlas Leeds          Leeds         GBR,
tx_0000AT9IjDHx1ERDYj5Ehu,28/02/2023,20:15:58,Card payment,Sk Discount 31,🍎,Groceries,-7.00,GBP,-7.00,GBP,,14A Harehills Road,,PPOINT_*SK Discount 31 Leeds         GBR,
tx_0000AT9uKeghoBj3YTNZDu,01/03/2023,03:17:19,Pot transfer,Bills Pot,,Transfers,50.51,GBP,50.51,GBP,,,,,
